title,category_label,author_group,source_work,life,final_strength,strength_stars,final_complexity,complexity_stars,rule_boundary,electronicization_level,roles,rule_concepts,risks,needs_author_review,summary
上官金虹,战斗人物,古龙,多情剑客无情剑,,1.86,★★☆☆☆,3.0,★★★☆☆,2.55,低,爆发输出,专属/身份、回合/轮/时机、杀死/死亡/生命,回合/轮/时机边界,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 30%。
花双霜,战斗人物,古龙,大旗英雄传,1600,2.86,★★★☆☆,3.35,★★★☆☆,3.89,低,爆发输出、肉盾/生存、控制/封锁、多人一卡,攻击/伤害/生命流失、专属/身份、回合/轮/时机、多人一卡/共享生命,状态交互风险、目标/来源风险、回合/轮/时机边界、多人一卡结构边界、攻击/伤害/生命流失概念边界、文本解释风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 70%。
日后,战斗人物,古龙,大旗英雄传,3500,2.31,★★☆☆☆,3.39,★★★☆☆,2.84,中,资源/学习、阵营/结盟、资源/牌堆,玩家/一方/阵营/结盟、回合/轮/时机、牌堆/弃牌/本局弃卡,回合/轮/时机边界、结算顺序风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 40%。
飧毒大师,战斗人物,古龙,大旗英雄传,4050,3.73,★★★★☆,4.63,★★★★★,2.5,中,爆发输出、持续输出、肉盾/生存、控制/封锁,攻击/伤害/生命流失、杀死/死亡/生命、专属/身份,目标/来源风险、状态交互风险、循环/累积风险、攻击/伤害/生命流失概念边界、结算顺序风险,,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 29%。
铁中棠,战斗人物,古龙,大旗英雄传,3700,2.44,★★☆☆☆,3.97,★★★★☆,3.33,低,爆发输出、阵营/结盟,攻击/伤害/生命流失、杀死/死亡/生命、专属/身份、回合/轮/时机、玩家/一方/阵营/结盟,状态交互风险、回合/轮/时机边界、攻击/伤害/生命流失概念边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 55%。
夜帝,战斗人物,古龙,大旗英雄传,2000,2.4,★★☆☆☆,2.01,★★☆☆☆,2.57,低,阵营/结盟,攻击/伤害/生命流失、回合/轮/时机、玩家/一方/阵营/结盟,回合/轮/时机边界、攻击/伤害/生命流失概念边界、结算顺序风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 31%。
云铮,战斗人物,古龙,大旗英雄传,3600,2.25,★★☆☆☆,2.9,★★★☆☆,2.07,低,控制/封锁、阵营/结盟,专属/身份、杀死/死亡/生命、玩家/一方/阵营/结盟,状态交互风险、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 16%。
朱藻,战斗人物,古龙,大旗英雄传,3000,2.42,★★☆☆☆,5.0,★★★★★,4.98,极高,爆发输出、控制/封锁、资源/学习、规则解释高风险、人工裁定,回合/轮/时机、文本修改/人工裁定、攻击/伤害/生命流失、学习/复制/特技所有权、玩家/一方/阵营/结盟,文本解释风险、人工裁定边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界、目标/来源风险、结算顺序风险,电子化/结算风险较高、规则概念边界复杂、同类文本复杂度靠前、人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 89%。
雷大鹏,战斗人物,古龙,大旗英雄传,5100,2.77,★★★☆☆,2.93,★★★☆☆,1.93,低,持续输出,攻击/伤害/生命流失、专属/身份,循环/累积风险、攻击/伤害/生命流失概念边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 13%。
风九幽,战斗人物,古龙,大旗英雄传,2900,3.06,★★★☆☆,3.88,★★★★☆,3.64,中,肉盾/生存、阵营/结盟、位置/场景,玩家/一方/阵营/结盟、专属/身份、回合/轮/时机、场景/地点/空间、杀死/死亡/生命,结算顺序风险、目标/来源风险、回合/轮/时机边界、文本解释风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 65%。
卓三娘,战斗人物,古龙,大旗英雄传,2200,2.39,★★☆☆☆,3.18,★★★☆☆,1.28,低,持续输出、肉盾/生存,专属/身份,文本解释风险、状态交互风险、循环/累积风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 1%。
赤足汉,战斗人物,古龙,大旗英雄传,5000,3.2,★★★☆☆,4.56,★★★★★,4.27,高,控制/封锁、阵营/结盟、对象清除裁定,攻击/伤害/生命流失、杀死/死亡/生命、玩家/一方/阵营/结盟、专属/身份、回合/轮/时机、清除/卡与人物单元,目标/来源风险、结算顺序风险、卡对象与人物单元边界、回合/轮/时机边界、攻击/伤害/生命流失概念边界、随机/人工裁定风险,电子化/结算风险较高、规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 78%。
班察巴那,战斗人物,古龙,大地飞鹰,3100,2.69,★★★☆☆,4.09,★★★★☆,5.0,中,位置/场景、阵营/结盟、空间/离场裁定、多人一卡,攻击/伤害/生命流失、专属/身份、杀死/死亡/生命、多人一卡/共享生命、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人,多人一卡结构边界、存在状态边界、攻击/伤害/生命流失概念边界、文本解释风险、目标/来源风险、空间状态风险,规则概念边界复杂、同类规则边界复杂度前 10%,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 95%。
卜鹰,战斗人物,古龙,大地飞鹰,1300,2.64,★★★☆☆,2.96,★★★☆☆,2.16,低,爆发输出、阵营/结盟,玩家/一方/阵营/结盟、杀死/死亡/生命、专属/身份,结算顺序风险、随机/人工裁定风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 20%。
小方,战斗人物,古龙,大地飞鹰,1400,2.5,★★☆☆☆,2.98,★★★☆☆,3.69,低,爆发输出、肉盾/生存、阵营/结盟、人工裁定,杀死/死亡/生命、玩家/一方/阵营/结盟、专属/身份、文本修改/人工裁定,人工裁定边界、循环/累积风险、状态交互风险、随机/人工裁定风险,人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 67%。
楚留香,战斗人物,古龙,楚留香传奇,2000,2.02,★★☆☆☆,4.49,★★★★☆,4.6,低,持续输出、资源/学习、阵营/结盟、对象清除裁定、多人一卡,杀死/死亡/生命、专属/身份、玩家/一方/阵营/结盟、多人一卡/共享生命、清除/卡与人物单元,状态交互风险、卡对象与人物单元边界、多人一卡结构边界、文本解释风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 85%。
胡铁花,战斗人物,古龙,楚留香传奇,,2.83,★★★☆☆,5.0,★★★★★,5.0,高,爆发输出、控制/封锁、资源/学习、阵营/结盟、规则解释高风险、对象清除裁定、人工裁定,杀死/死亡/生命、回合/轮/时机、专属/身份、文本修改/人工裁定、清除/卡与人物单元、学习/复制/特技所有权、玩家/一方/阵营/结盟,文本解释风险、状态交互风险、人工裁定边界、卡对象与人物单元边界、回合/轮/时机边界、循环/累积风险、目标/来源风险、结算顺序风险,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、人工裁定边界,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★★；规则边界分位 95%。
石观音,战斗人物,古龙,楚留香传奇,2800,2.79,★★★☆☆,2.63,★★★☆☆,3.13,低,爆发输出、控制/封锁、阵营/结盟、对象清除裁定,杀死/死亡/生命、专属/身份、清除/卡与人物单元、玩家/一方/阵营/结盟,卡对象与人物单元边界,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 50%。
无花,战斗人物,古龙,楚留香传奇,2000,2.89,★★★☆☆,3.2,★★★☆☆,2.64,低,爆发输出、持续输出、肉盾/生存,回合/轮/时机、专属/身份、杀死/死亡/生命,回合/轮/时机边界、循环/累积风险、文本解释风险、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 33%。
薛笑人,战斗人物,古龙,楚留香传奇,2700,2.44,★★☆☆☆,3.62,★★★★☆,3.23,低,爆发输出、持续输出、多人一卡,杀死/死亡/生命、专属/身份、多人一卡/共享生命,多人一卡结构边界、循环/累积风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 52%。
阴姬,战斗人物,古龙,楚留香传奇,4300,2.87,★★★☆☆,3.74,★★★★☆,3.29,低,爆发输出、控制/封锁、对象清除裁定,专属/身份、攻击/伤害/生命流失、杀死/死亡/生命、清除/卡与人物单元,卡对象与人物单元边界、攻击/伤害/生命流失概念边界、状态交互风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 53%。
原随云,战斗人物,古龙,楚留香传奇,2000,4.03,★★★★☆,5.0,★★★★★,5.0,高,爆发输出、控制/封锁、位置/场景、阵营/结盟、对象清除裁定、空间/离场裁定,清除/卡与人物单元、专属/身份、杀死/死亡/生命、玩家/一方/阵营/结盟、场景/地点/空间、离场/不在场/找不到/无此人,状态交互风险、目标/来源风险、空间状态风险、随机/人工裁定风险、卡对象与人物单元边界、存在状态边界,电子化/结算风险较高、规则概念边界复杂、同类规则边界复杂度前 10%、同类文本复杂度靠前、同类影响力靠前,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★★；规则边界分位 95%。
中原一点红,战斗人物,古龙,楚留香传奇,2000,3.7,★★★★☆,4.38,★★★★☆,2.95,高,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,杀死/死亡/生命、回合/轮/时机、专属/身份、玩家/一方/阵营/结盟,目标/来源风险、回合/轮/时机边界、状态交互风险、随机/人工裁定风险,电子化/结算风险较高,第四轮收敛：最终影响力 ★★★★☆，最终复杂度 ★★★★☆；规则边界分位 43%。
段玉,战斗人物,古龙,碧玉刀,2200,1.99,★★☆☆☆,3.19,★★★☆☆,3.02,低,肉盾/生存、阵营/结盟、资源/牌堆、对象清除裁定,清除/卡与人物单元、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟,状态交互风险、卡对象与人物单元边界、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 45%。
上官刃,战斗人物,古龙,白玉老虎,3000,3.18,★★★☆☆,4.24,★★★★☆,2.84,低,爆发输出、持续输出、控制/封锁、资源/学习、阵营/结盟、资源/牌堆,玩家/一方/阵营/结盟、专属/身份、杀死/死亡/生命、牌堆/弃牌/本局弃卡,文本解释风险、状态交互风险、循环/累积风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★★☆；规则边界分位 40%。
赵无忌,战斗人物,古龙,白玉老虎,2000,1.92,★★☆☆☆,3.22,★★★☆☆,3.69,中,爆发输出、肉盾/生存、阵营/结盟、规则解释高风险、人工裁定,文本修改/人工裁定、专属/身份、杀死/死亡/生命、玩家/一方/阵营/结盟,文本解释风险、人工裁定边界,人工裁定边界,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 67%。
丁喜,战斗人物,古龙,霸王枪,3100,1.71,★★☆☆☆,2.81,★★★☆☆,2.07,低,阵营/结盟,玩家/一方/阵营/结盟、回合/轮/时机,结算顺序风险、回合/轮/时机边界、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★☆☆；规则边界分位 16%。
曹秋道,战斗人物,黄易,寻秦记,4444,2.37,★★☆☆☆,3.5,★★★★☆,2.49,低,爆发输出、持续输出、控制/封锁、资源/学习,专属/身份、学习/复制/特技所有权、杀死/死亡/生命,状态交互风险、循环/累积风险、文本解释风险、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★☆；规则边界分位 28%。
项少龙,战斗人物,黄易,寻秦记,2600,2.37,★★☆☆☆,5.0,★★★★★,2.47,中,爆发输出、持续输出、阵营/结盟,回合/轮/时机、专属/身份、玩家/一方/阵营/结盟,循环/累积风险、状态交互风险、回合/轮/时机边界、文本解释风险、结算顺序风险,同类文本复杂度靠前,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★★★★；规则边界分位 27%。
法明,战斗人物,黄易,日月当空,2689,2.95,★★★☆☆,3.43,★★★☆☆,4.23,中,肉盾/生存、控制/封锁、位置/场景、阵营/结盟、空间/离场裁定,回合/轮/时机、玩家/一方/阵营/结盟、离场/不在场/找不到/无此人、专属/身份、杀死/死亡/生命,结算顺序风险、空间状态风险、回合/轮/时机边界、存在状态边界、目标/来源风险,规则概念边界复杂,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★★☆☆；规则边界分位 77%。
八师巴,战斗人物,黄易,破碎虚空,888,1.89,★★☆☆☆,2.38,★★☆☆☆,2.74,低,资源/学习、阵营/结盟、资源/牌堆、位置/场景,场景/地点/空间、牌堆/弃牌/本局弃卡、玩家/一方/阵营/结盟,循环/累积风险、目标/来源风险,,第四轮收敛：最终影响力 ★★☆☆☆，最终复杂度 ★★☆☆☆；规则边界分位 37%。
毕夜惊,战斗人物,黄易,破碎虚空,3900,2.94,★★★☆☆,2.22,★★☆☆☆,2.41,低,爆发输出、持续输出、资源/学习、阵营/结盟,回合/轮/时机、专属/身份、玩家/一方/阵营/结盟,回合/轮/时机边界、结算顺序风险,,第四轮收敛：最终影响力 ★★★☆☆，最终复杂度 ★★☆☆☆；规则边界分位 25%。
