title,category_label,author_group,source_work,life,strength_adjusted,strength_stars,complexity,complexity_stars,electronicization_level,roles,risks,needs_author_review,summary
邓玉函,战斗人物,温瑞安,神州奇侠,2000,2.25,★★☆☆☆,3.12,★★★☆☆,低,控制/封锁、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 23%，同类复杂度分位 22%。
和尚大师,战斗人物,温瑞安,神州奇侠,2000,2.78,★★★☆☆,2.88,★★★☆☆,低,肉盾/生存、阵营/结盟,状态交互风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 61%，同类复杂度分位 14%。
李沉舟,战斗人物,温瑞安,神州奇侠,4000,1.71,★★☆☆☆,2.28,★★☆☆☆,低,阵营/结盟、规则解释高风险,文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 4%，同类复杂度分位 4%。
梁斗,战斗人物,温瑞安,神州奇侠,3000,1.66,★★☆☆☆,3.12,★★★☆☆,低,控制/封锁,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 1%，同类复杂度分位 22%。
柳随风,战斗人物,温瑞安,神州奇侠,2000,2.37,★★☆☆☆,5.0,★★★★★,中,肉盾/生存、位置/场景、阵营/结盟,状态交互风险、循环/累积风险、目标/来源风险、空间状态风险、结算顺序风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 33%，同类复杂度分位 95%。
三才剑客,战斗人物,温瑞安,神州奇侠,1000*3,3.04,★★★☆☆,3.98,★★★★☆,中,持续输出、肉盾/生存、资源/学习、位置/场景、阵营/结盟,结算顺序风险、循环/累积风险、状态交互风险、目标/来源风险、空间状态风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 80%，同类复杂度分位 61%。
唐方,战斗人物,温瑞安,神州奇侠,2000,2.3,★★☆☆☆,4.55,★★★★★,中,持续输出、肉盾/生存、阵营/结盟,目标/来源风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 26%，同类复杂度分位 79%。
唐绝,战斗人物,温瑞安,神州奇侠,1,2.23,★★☆☆☆,2.91,★★★☆☆,中,待观察,随机/人工裁定风险、文本解释风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 21%，同类复杂度分位 15%。
唐老公公,战斗人物,温瑞安,神州奇侠,∞,2.88,★★★☆☆,3.08,★★★☆☆,低,爆发输出、控制/封锁、阵营/结盟,状态交互风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 68%，同类复杂度分位 21%。
唐老太太,战斗人物,温瑞安,神州奇侠,3400,3.13,★★★☆☆,5.0,★★★★★,高,爆发输出、控制/封锁、阵营/结盟,目标/来源风险、状态交互风险、空间状态风险、文本解释风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 84%，同类复杂度分位 95%。
唐朋,战斗人物,温瑞安,神州奇侠,2300,2.65,★★★☆☆,4.06,★★★★☆,低,爆发输出、持续输出、阵营/结盟、胜负特判,循环/累积风险、胜负裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 51%，同类复杂度分位 63%。
唐柔,战斗人物,温瑞安,神州奇侠,2000,2.71,★★★☆☆,3.17,★★★☆☆,低,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、循环/累积风险、结算顺序风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 57%，同类复杂度分位 23%。
天正,战斗人物,温瑞安,神州奇侠,2000,2.98,★★★☆☆,2.09,★★☆☆☆,低,爆发输出、持续输出、阵营/结盟,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 76%，同类复杂度分位 2%。
萧秋水,战斗人物,温瑞安,神州奇侠,2700,2.81,★★★☆☆,4.89,★★★★★,中,爆发输出、阵营/结盟,目标/来源风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 63%，同类复杂度分位 88%。
萧秋水,战斗人物,温瑞安,神州奇侠,5000,2.37,★★☆☆☆,3.77,★★★★☆,中,爆发输出、肉盾/生存、控制/封锁、位置/场景、阵营/结盟,状态交互风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 33%，同类复杂度分位 54%。
燕狂徒,战斗人物,温瑞安,神州奇侠,6200,4.22,★★★★☆,4.58,★★★★★,低,爆发输出、持续输出、肉盾/生存、控制/封锁、阵营/结盟,循环/累积风险、状态交互风险、目标/来源风险、结算顺序风险,同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 100%，同类复杂度分位 80%。
赵师容,战斗人物,温瑞安,神州奇侠,2000,2.5,★★☆☆☆,3.24,★★★☆☆,低,爆发输出、控制/封锁、阵营/结盟,状态交互风险、目标/来源风险、文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 40%，同类复杂度分位 26%。
朱顺水,战斗人物,温瑞安,神州奇侠,3000,1.92,★★☆☆☆,3.85,★★★★☆,中,爆发输出、控制/封锁、资源/学习、阵营/结盟,结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 14%，同类复杂度分位 57%。
朱侠武,战斗人物,温瑞安,神州奇侠,4700,3.05,★★★☆☆,3.67,★★★★☆,低,爆发输出、控制/封锁,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 80%，同类复杂度分位 48%。
左丘超然,战斗人物,温瑞安,神州奇侠,2000,2.58,★★★☆☆,3.18,★★★☆☆,低,控制/封锁、阵营/结盟,状态交互风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 45%，同类复杂度分位 24%。
唐斩,战斗人物,温瑞安,杀人者唐斩,,2.51,★★★☆☆,3.53,★★★★☆,低,爆发输出,文本解释风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 41%，同类复杂度分位 41%。
韦青青青,战斗人物,温瑞安,请借夫人一用,5777,2.48,★★☆☆☆,5.0,★★★★★,高,持续输出、控制/封锁,目标/来源风险、循环/累积风险、状态交互风险、空间状态风险、结算顺序风险、随机/人工裁定风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 39%，同类复杂度分位 95%。
沈虎禅,战斗人物,温瑞安,七大寇,4500,2.4,★★☆☆☆,3.74,★★★★☆,低,待观察,文本解释风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 35%，同类复杂度分位 51%。
顾惜朝,战斗人物,温瑞安,逆水寒,2500,2.48,★★☆☆☆,3.85,★★★★☆,低,阵营/结盟、胜负特判,循环/累积风险、目标/来源风险、结算顺序风险、胜负裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 39%，同类复杂度分位 57%。
雷卷,战斗人物,温瑞安,逆水寒,2400,2.47,★★☆☆☆,3.75,★★★★☆,低,肉盾/生存、阵营/结盟,状态交互风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 38%，同类复杂度分位 52%。
刘独峰,战斗人物,温瑞安,逆水寒,3600,2.93,★★★☆☆,5.0,★★★★★,中,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,循环/累积风险、状态交互风险、目标/来源风险、结算顺序风险、随机/人工裁定风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 71%，同类复杂度分位 95%。
戚少商,战斗人物,温瑞安,逆水寒,2400,2.54,★★★☆☆,4.66,★★★★★,中,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景、阵营/结盟,目标/来源风险、状态交互风险、循环/累积风险、空间状态风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 42%，同类复杂度分位 83%。
公子襄,战斗人物,温瑞安,大侠传奇,1771,2.25,★★☆☆☆,2.89,★★★☆☆,低,阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 23%，同类复杂度分位 15%。
欧阳独,战斗人物,温瑞安,大侠传奇,3800,2.47,★★☆☆☆,3.03,★★★☆☆,低,肉盾/生存、控制/封锁、阵营/结盟,循环/累积风险、状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 38%，同类复杂度分位 19%。
赖药儿,战斗人物,温瑞安,布衣神相,2100,1.78,★★☆☆☆,3.95,★★★★☆,低,控制/封锁、阵营/结盟,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 7%，同类复杂度分位 60%。
李布衣,战斗人物,温瑞安,布衣神相,1111,2.72,★★★☆☆,4.01,★★★★☆,高,持续输出、肉盾/生存、控制/封锁、资源/学习、阵营/结盟,文本解释风险、目标/来源风险、随机/人工裁定风险、状态交互风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 57%，同类复杂度分位 62%。
柳焚余,战斗人物,温瑞安,布衣神相,2000,2.99,★★★☆☆,3.06,★★★☆☆,低,爆发输出、持续输出、肉盾/生存,循环/累积风险、文本解释风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 77%，同类复杂度分位 20%。
求死大师,战斗人物,温瑞安,布衣神相,400,1.82,★★☆☆☆,1.67,★★☆☆☆,低,控制/封锁,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 9%，同类复杂度分位 0%。
曾白水,战斗人物,温瑞安,白衣方振眉,4100,2.88,★★★☆☆,4.61,★★★★★,中,控制/封锁,状态交互风险、循环/累积风险、文本解释风险、结算顺序风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 68%，同类复杂度分位 81%。
方振眉,战斗人物,温瑞安,白衣方振眉,2500,2.99,★★★☆☆,3.56,★★★★☆,低,爆发输出、肉盾/生存、控制/封锁、阵营/结盟、胜负特判,状态交互风险、胜负裁定风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 77%，同类复杂度分位 43%。
何铁手,战斗人物,金庸,碧血剑,2100,3.83,★★★★☆,5.0,★★★★★,中,爆发输出、持续输出、肉盾/生存、控制/封锁,循环/累积风险、目标/来源风险、状态交互风险、文本解释风险,自动理解置信度不高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 96%，同类复杂度分位 95%。
黄真,战斗人物,金庸,碧血剑,2700,2.77,★★★☆☆,5.0,★★★★★,高,持续输出、阵营/结盟,目标/来源风险、循环/累积风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 60%，同类复杂度分位 95%。
归辛树,战斗人物,金庸,碧血剑,3000,2.61,★★★☆☆,5.0,★★★★★,高,持续输出、肉盾/生存、阵营/结盟,目标/来源风险、结算顺序风险、循环/累积风险、文本解释风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 49%，同类复杂度分位 95%。
梅念笙,战斗人物,金庸,连城诀,2800,3.13,★★★☆☆,3.98,★★★★☆,低,资源/学习、阵营/结盟,循环/累积风险,,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 84%，同类复杂度分位 61%。
田归农,战斗人物,金庸,雪山飞狐,2600,2.51,★★★☆☆,5.0,★★★★★,中,爆发输出、持续输出、肉盾/生存、控制/封锁,循环/累积风险、空间状态风险、胜负裁定风险,自动理解置信度不高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 41%，同类复杂度分位 95%。
四大恶人,战斗人物,金庸,天龙八部,2900 2800 3400 2000,3.73,★★★★☆,5.0,★★★★★,高,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景、阵营/结盟,结算顺序风险、文本解释风险、目标/来源风险、空间状态风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 94%，同类复杂度分位 95%。
石中玉,战斗人物,金庸,侠客行,1000,3.92,★★★★☆,5.0,★★★★★,中,爆发输出、肉盾/生存、控制/封锁、阵营/结盟,状态交互风险、结算顺序风险、文本解释风险,自动理解置信度不高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 97%，同类复杂度分位 95%。
燕南飞,战斗人物,古龙,天涯明月刀,2100,3.11,★★★☆☆,4.2,★★★★☆,低,爆发输出、资源/学习,文本解释风险、状态交互风险、结算顺序风险、循环/累积风险、目标/来源风险,自动理解置信度不高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 83%，同类复杂度分位 69%。
龟孙子大老爷,附加人物,古龙,陆小凤传奇,,1.89,★★☆☆☆,2.16,★★☆☆☆,低,爆发输出,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 55%，同类复杂度分位 8%。
苏樱,附加人物,古龙,绝代双骄,,2.04,★★☆☆☆,3.5,★★★★☆,中,控制/封锁、位置/场景,状态交互风险、循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 65%，同类复杂度分位 82%。
朱停,附加人物,古龙,陆小凤传奇,,1.45,★☆☆☆☆,1.92,★★☆☆☆,低,阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 7%，同类复杂度分位 2%。
十大恶人,附加人物,古龙,绝代双骄,,3.72,★★★★☆,5.0,★★★★★,极高,爆发输出、持续输出、肉盾/生存、控制/封锁、位置/场景、规则解释高风险,目标/来源风险、循环/累积风险、结算顺序风险、文本解释风险、状态交互风险、随机/人工裁定风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 98%，同类复杂度分位 97%。
万春流,附加人物,古龙,绝代双骄,,1.71,★★☆☆☆,2.34,★★☆☆☆,低,持续输出、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 35%，同类复杂度分位 22%。
朱泪儿,附加人物,古龙,名剑风流,900,1.84,★★☆☆☆,2.97,★★★☆☆,中,持续输出、阵营/结盟、规则解释高风险,文本解释风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 48%，同类复杂度分位 62%。
割头小鬼,附加人物,古龙,楚留香传奇,,2.87,★★★☆☆,2.42,★★☆☆☆,低,肉盾/生存、控制/封锁,,同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 95%，同类复杂度分位 25%。
霍青桐,附加人物,金庸,书剑恩仇录,,1.45,★☆☆☆☆,2.8,★★★☆☆,低,阵营/结盟,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 7%，同类复杂度分位 48%。
阿朱,附加人物,金庸,天龙八部,,1.66,★★☆☆☆,2.91,★★★☆☆,低,持续输出、控制/封锁、阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 22%，同类复杂度分位 57%。
花铁干,附加人物,金庸,连城诀,,2.17,★★☆☆☆,2.83,★★★☆☆,低,爆发输出、肉盾/生存、阵营/结盟,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 82%，同类复杂度分位 52%。
程英,附加人物,金庸,神雕侠侣,,1.68,★★☆☆☆,2.91,★★★☆☆,低,控制/封锁、位置/场景、阵营/结盟,空间状态风险、状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 28%，同类复杂度分位 57%。
程灵素,附加人物,金庸,飞狐外传,,1.45,★☆☆☆☆,2.1,★★☆☆☆,低,持续输出、阵营/结盟,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 7%，同类复杂度分位 5%。
王语嫣,附加人物,金庸,天龙八部,600,1.93,★★☆☆☆,2.54,★★★☆☆,低,肉盾/生存、资源/学习、阵营/结盟,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 58%，同类复杂度分位 35%。
夏青青,附加人物,金庸,碧血剑,1800,1.78,★★☆☆☆,2.26,★★☆☆☆,低,阵营/结盟,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 42%，同类复杂度分位 15%。
无名老僧,附加人物,金庸,天龙八部,,1.36,★☆☆☆☆,2.29,★★☆☆☆,低,控制/封锁,目标/来源风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 15%，同类复杂度分位 18%。
喀丝丽,附加人物,金庸,书剑恩仇录,,1.45,★☆☆☆☆,2.65,★★★☆☆,低,阵营/结盟,状态交互风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 7%，同类复杂度分位 38%。
任盈盈,附加人物,金庸,笑傲江湖,,2.86,★★★☆☆,3.56,★★★★☆,高,爆发输出、持续输出、控制/封锁、资源/学习、阵营/结盟,状态交互风险、结算顺序风险、随机/人工裁定风险、循环/累积风险,电子化/结算风险较高,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 92%，同类复杂度分位 85%。
神雕,附加人物,金庸,神雕侠侣,1600,2.07,★★☆☆☆,2.48,★★☆☆☆,低,爆发输出、资源/学习、阵营/结盟,结算顺序风险、文本解释风险、目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 70%，同类复杂度分位 32%。
小昭,附加人物,金庸,倚天屠龙记,,1.77,★★☆☆☆,2.71,★★★☆☆,中,控制/封锁、阵营/结盟,随机/人工裁定风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 38%，同类复杂度分位 42%。
胡青牛王难姑,附加人物,金庸,倚天屠龙记,,2.13,★★☆☆☆,4.9,★★★★★,极高,持续输出、控制/封锁、资源/学习、阵营/结盟、规则解释高风险,循环/累积风险、文本解释风险、目标/来源风险、结算顺序风险、随机/人工裁定风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 78%，同类复杂度分位 92%。
小丁,附加人物,李凉,杨小邪,,1.68,★★☆☆☆,2.44,★★☆☆☆,低,肉盾/生存、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 28%，同类复杂度分位 28%。
陆殷龙,附加人物,其他,其他,,1.68,★★☆☆☆,2.21,★★☆☆☆,低,爆发输出、肉盾/生存、控制/封锁,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 28%，同类复杂度分位 12%。
许存舟,附加人物,其他,其他,,2.01,★★☆☆☆,3.38,★★★☆☆,中,爆发输出、持续输出、肉盾/生存、控制/封锁,状态交互风险、目标/来源风险、结算顺序风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 62%，同类复杂度分位 78%。
计晓军,附加人物,其他,其他,,2.21,★★☆☆☆,3.06,★★★☆☆,中,位置/场景,空间状态风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 85%，同类复杂度分位 68%。
梁硕,附加人物,其他,其他,,2.07,★★☆☆☆,3.0,★★★☆☆,低,持续输出、肉盾/生存、控制/封锁,状态交互风险、循环/累积风险、目标/来源风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 70%，同类复杂度分位 65%。
张磊,附加人物,其他,其他,,1.88,★★☆☆☆,2.75,★★★☆☆,低,爆发输出、控制/封锁,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 52%，同类复杂度分位 45%。
张愚,附加人物,其他,其他,,2.58,★★★☆☆,5.0,★★★★★,高,持续输出、肉盾/生存、资源/学习、位置/场景,状态交互风险、循环/累积风险、文本解释风险、目标/来源风险、空间状态风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 88%，同类复杂度分位 97%。
卢天宇,附加人物,其他,其他,,2.11,★★☆☆☆,3.13,★★★☆☆,中,爆发输出、肉盾/生存、控制/封锁,状态交互风险、目标/来源风险、结算顺序风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 75%，同类复杂度分位 72%。
泥菩萨,附加人物,其他,风云,,1.58,★★☆☆☆,3.18,★★★☆☆,低,阵营/结盟、胜负特判、规则解释高风险,文本解释风险、胜负裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 18%，同类复杂度分位 75%。
江玉郎,附加人物,,,,1.81,★★☆☆☆,4.1,★★★★☆,中,阵营/结盟,文本解释风险、状态交互风险、循环/累积风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 45%，同类复杂度分位 88%。
金蚕蛊毒,物品,金庸,倚天屠龙记,,2.24,★★☆☆☆,1.98,★★☆☆☆,低,爆发输出、持续输出,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 81%，同类复杂度分位 41%。
子露风疸,物品,其他,其他,,1.35,★☆☆☆☆,1.87,★★☆☆☆,低,持续输出,循环/累积风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 6%，同类复杂度分位 31%。
百病百疼催生丸,物品,古龙,绝代双骄,,1.35,★☆☆☆☆,1.6,★★☆☆☆,低,持续输出,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 6%，同类复杂度分位 12%。
三尸脑神丹,物品,金庸,笑傲江湖,,1.35,★☆☆☆☆,1.66,★★☆☆☆,低,持续输出,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 6%，同类复杂度分位 19%。
续命八丸,物品,金庸,笑傲江湖,,1.42,★☆☆☆☆,1.5,★★☆☆☆,低,功能牌,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 14%，同类复杂度分位 4%。
生生造化丹,物品,金庸,飞狐外传,,1.66,★★☆☆☆,1.78,★★☆☆☆,低,肉盾/生存,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 47%，同类复杂度分位 26%。
金坷垃,物品,其他,其他,,1.52,★★☆☆☆,1.96,★★☆☆☆,低,控制/封锁、资源/学习,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 30%，同类复杂度分位 38%。
极乐丸,物品,古龙,名剑风流,,1.95,★★☆☆☆,3.26,★★★☆☆,中,控制/封锁、阵营/结盟,状态交互风险、随机/人工裁定风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 72%，同类复杂度分位 86%。
阴阳和合散,物品,金庸,天龙八部,,1.71,★★☆☆☆,3.46,★★★☆☆,低,持续输出、肉盾/生存、控制/封锁,状态交互风险、文本解释风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 51%，同类复杂度分位 87%。
百日十龙丸,物品,温瑞安,血河车,,1.75,★★☆☆☆,2.09,★★☆☆☆,低,持续输出,循环/累积风险、状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 55%，同类复杂度分位 52%。
三日必死丸,物品,其他,诛仙,,2.14,★★☆☆☆,2.05,★★☆☆☆,低,爆发输出、肉盾/生存、控制/封锁,状态交互风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 79%，同类复杂度分位 50%。
逆乾坤,物品,其他,风云,,2.49,★★☆☆☆,1.92,★★☆☆☆,低,爆发输出、肉盾/生存,目标/来源风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 89%，同类复杂度分位 36%。
豹胎易筋丸*2,物品,金庸,鹿鼎记,,1.56,★★☆☆☆,1.98,★★☆☆☆,低,爆发输出、控制/封锁,,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 33%，同类复杂度分位 41%。
战鹰,物品,黄易,大唐双龙传,,1.62,★★☆☆☆,1.9,★★☆☆☆,低,位置/场景,空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 41%，同类复杂度分位 33%。
圣帝舍利,物品,黄易,大唐双龙传,,2.76,★★★☆☆,5.0,★★★★★,高,持续输出、规则解释高风险,文本解释风险、目标/来源风险、随机/人工裁定风险、循环/累积风险、空间状态风险、结算顺序风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★★☆☆；同类强度分位 92%，同类复杂度分位 98%。
天下英雄令,物品,温瑞安,神州奇侠,,1.72,★★☆☆☆,2.33,★★☆☆☆,低,控制/封锁、阵营/结盟、胜负特判,胜负裁定风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 53%，同类复杂度分位 59%。
燕南天藏宝图,物品,古龙,绝代双骄,,1.56,★★☆☆☆,2.87,★★★☆☆,高,位置/场景、规则解释高风险,文本解释风险、目标/来源风险、空间状态风险,电子化/结算风险较高、规则解释或人工裁定成分较重,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 19%，同类复杂度分位 74%。
血鹦鹉,物品,古龙,血鹦鹉,,1.64,★★☆☆☆,3.05,★★★☆☆,低,持续输出、位置/场景,目标/来源风险、空间状态风险、结算顺序风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 44%，同类复杂度分位 81%。
隐蛊,物品,其他,仙剑奇侠传,,1.56,★★☆☆☆,2.31,★★☆☆☆,低,持续输出、控制/封锁,目标/来源风险、空间状态风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 33%，同类复杂度分位 57%。
缠天七缩扣,物品,李凉,杨小邪,,3.58,★★★★☆,3.04,★★★☆☆,低,爆发输出、持续输出、肉盾/生存、控制/封锁、资源/学习、位置/场景,状态交互风险、目标/来源风险、循环/累积风险、空间状态风险、结算顺序风险,自动理解置信度不高、同类强度前 5%,第二轮按同类分布校正后，强度为 ★★★★☆；同类强度分位 97%，同类复杂度分位 78%。
雍正剑侠图,物品,其他,雍正剑侠图,,2.36,★★☆☆☆,4.77,★★★★★,高,爆发输出、持续输出、控制/封锁、资源/学习、阵营/结盟,循环/累积风险、目标/来源风险、结算顺序风险、文本解释风险,自动理解置信度不高、电子化/结算风险较高、同类复杂度前 10%,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 86%，同类复杂度分位 94%。
人皮面具,物品,黄易,大唐双龙传,,1.35,★☆☆☆☆,1.74,★★☆☆☆,低,功能牌,,,第二轮按同类分布校正后，强度为 ★☆☆☆☆；同类强度分位 6%，同类复杂度分位 23%。
神木王鼎,物品,金庸,天龙八部,,2.36,★★☆☆☆,3.04,★★★☆☆,低,爆发输出、持续输出、肉盾/生存、控制/封锁,状态交互风险,,第二轮按同类分布校正后，强度为 ★★☆☆☆；同类强度分位 86%，同类复杂度分位 78%。
